iter	Logloss
0	0.6313394844
1	0.5693573412
2	0.5186404742
3	0.4767785628
4	0.4440781312
5	0.407608441
6	0.3764508183
7	0.3489207404
8	0.320997765
9	0.2957032285
10	0.272966994
11	0.2569387539
12	0.2404366759
13	0.2251528274
14	0.2102207629
15	0.2005090052
16	0.1923843262
17	0.1815847404
18	0.1724376529
19	0.163596939
20	0.1536989915
21	0.1470993489
22	0.1389780802
23	0.1322354293
24	0.126301202
25	0.1217161811
26	0.1161132631
27	0.1115080803
28	0.1068637488
29	0.1037221676
30	0.09947442933
31	0.09577754441
32	0.09272103537
33	0.08929535522
34	0.08693059045
35	0.08390910411
36	0.08169804615
37	0.07900388301
38	0.07737548575
39	0.07496640583
40	0.07285600716
41	0.07120823913
42	0.07010877351
43	0.06797698222
44	0.06628271464
45	0.06529172173
46	0.06439768959
47	0.06306051515
48	0.0617428654
49	0.0601555581
50	0.05903980016
51	0.05803747105
52	0.0569031444
53	0.0557154579
54	0.05501234921
55	0.05434610068
56	0.05338912681
57	0.05240811916
58	0.05206892222
59	0.05135820141
60	0.05032902041
61	0.04993069194
62	0.04894078709
63	0.04882751681
64	0.04862860738
65	0.04853229112
66	0.04774776946
67	0.04744272851
68	0.04719820758
69	0.04694112986
70	0.04679631756
71	0.04629229427
72	0.04604081219
73	0.04565223334
74	0.04523889855
75	0.04515299536
76	0.04459756105
77	0.04433192062
78	0.04415948019
79	0.04412903126
80	0.04409040069
81	0.04406199419
82	0.04402055
83	0.04398197867
84	0.04394827454
85	0.043670837
86	0.04357554614
87	0.04329281978
88	0.04320144683
89	0.04317332775
90	0.0426791905
91	0.04244909302
92	0.04218197477
93	0.04215181638
94	0.04186195609
95	0.04144618462
96	0.04107079059
97	0.04070358161
98	0.04066887593
99	0.04064834255
100	0.04062331469
101	0.04049149842
102	0.04046008487
103	0.04010385117
104	0.04008379278
105	0.04005610382
106	0.0400304582
107	0.03969170364
108	0.03964156477
109	0.03902583891
110	0.03829693078
111	0.03797367889
112	0.03792610835
113	0.03768322802
114	0.03766042337
115	0.03757278646
116	0.03753993437
117	0.03723227345
118	0.03671261333
119	0.03652563941
120	0.03651062108
121	0.03649699269
122	0.03635786667
123	0.03631428441
124	0.03627357499
125	0.03615205828
126	0.03563523229
127	0.03525174093
128	0.03523308997
129	0.03501863674
130	0.03464877921
131	0.0345745447
132	0.03446186074
133	0.03421515399
134	0.03394472894
135	0.03391092321
136	0.03375123769
137	0.03342887897
138	0.03341776005
139	0.0329351605
140	0.03248206244
141	0.03243332129
142	0.03205612846
143	0.03193338218
144	0.0318629516
145	0.03165344928
146	0.03143507943
147	0.03135796461
148	0.03135011251
149	0.03133338697
150	0.03113417002
151	0.03112373425
152	0.03105485768
153	0.03093025063
154	0.03072109577
155	0.03049569136
156	0.03029818179
157	0.0302373641
158	0.03012314837
159	0.03005931995
160	0.03004942321
161	0.02968265152
162	0.02940576703
163	0.02938083604
164	0.02936421015
165	0.02905909049
166	0.02889186622
167	0.02864080369
168	0.0285806242
169	0.02856145124
170	0.02855528001
171	0.02843631898
172	0.0283692031
173	0.02834114353
174	0.02814305251
175	0.02813217341
176	0.02804536262
177	0.0277912841
178	0.02767365156
179	0.02749588319
180	0.02737650831
181	0.02725913702
182	0.02717501351
183	0.02701544241
184	0.02683898397
185	0.02682892809
186	0.02661500571
187	0.02637524418
188	0.02636669626
189	0.02607870515
190	0.02603958417
191	0.0259220612
192	0.02569365004
193	0.02557525284
194	0.02553861201
195	0.02539397129
196	0.02531190861
197	0.02518297339
198	0.02499455025
199	0.02498165071
200	0.02480934891
201	0.02479722151
202	0.02466327807
203	0.02461282719
204	0.02458574656
205	0.02450498945
206	0.02445422415
207	0.02433697483
208	0.0240566866
209	0.02405087149
210	0.02399523848
211	0.02391404201
212	0.02377615035
213	0.02365134675
214	0.02353513646
215	0.02340835707
216	0.02340209984
217	0.02336163339
218	0.02313468596
219	0.02306404349
220	0.02292356172
221	0.02276862968
222	0.02274319257
223	0.02271780613
224	0.02270512128
225	0.02260187946
226	0.02255522885
227	0.02254777468
228	0.02251593318
229	0.02251313779
230	0.02241851298
231	0.02215361684
232	0.02197748718
233	0.02194288931
234	0.02192524708
235	0.02184763027
236	0.02180980478
237	0.02172851353
238	0.02171815009
239	0.0217130224
240	0.02161142346
241	0.0215267124
242	0.02140223469
243	0.02129740877
244	0.02118351334
245	0.02112987834
